attendance,cgpa,arrear_count,fees_paid,disciplinary_issues,year,semester,dropout,low_attendance,low_cgpa,high_arrears,financial_risk,behavior_risk
90,6.53,3,0,0,4,3,1,0,0,0,1,0
68,6.12,6,1,0,4,3,1,0,0,1,0,0
53,2.68,3,1,0,4,4,1,1,1,0,0,0
79,6.39,7,1,1,1,7,1,0,0,1,0,1
80,5.04,7,1,0,1,5,1,0,0,1,0,0
61,6.86,2,1,0,2,1,1,0,0,0,0,0
50,5.11,7,1,0,3,3,1,1,0,1,0,0
62,3.92,0,1,0,4,1,1,0,1,0,0,0
40,2.76,2,1,1,2,7,1,1,1,0,0,1
85,4.52,7,1,0,1,3,1,0,1,1,0,0
76,2.77,4,0,0,2,2,1,0,1,1,1,0
60,3.42,3,1,0,4,7,1,0,1,0,0,0
65,9.9,5,0,0,4,1,1,0,0,1,1,0
85,5.55,3,0,1,2,4,1,0,0,0,1,1
75,6.25,7,1,0,4,3,0,0,0,1,0,0
93,8.99,1,0,0,1,6,1,0,0,0,1,0
62,9.96,6,0,0,4,5,1,0,0,1,1,0
96,6.66,5,1,0,3,2,1,0,0,1,0,0
40,8.5,2,1,0,3,7,1,1,0,0,0,0
93,4.62,1,1,0,4,7,1,0,1,0,0,0
94,4.45,3,0,0,2,3,1,0,1,0,1,0
90,5.22,7,0,1,4,7,1,0,0,1,1,1
79,7.38,2,0,0,3,1,1,0,0,0,1,0
54,7.46,2,1,0,1,8,1,1,0,0,0,0
60,4.52,4,0,1,3,3,1,0,1,1,1,1
86,3.07,4,1,0,4,2,0,0,1,1,0,0
48,7.06,7,1,0,4,5,1,1,0,1,0,0
92,3.03,7,0,0,2,5,0,0,1,1,1,0
48,6.63,0,1,0,4,5,1,1,0,0,0,0
49,7.55,4,1,0,4,6,1,1,0,1,0,0
91,7.6,6,1,0,1,8,1,0,0,1,0,0
96,8.03,5,0,0,1,2,1,0,0,1,1,0
92,8.98,2,1,0,1,6,1,0,0,0,0,0
65,6.0,4,1,0,2,6,1,0,0,1,0,0
80,7.84,7,1,0,2,7,1,0,0,1,0,0
74,6.95,0,0,0,3,3,1,0,0,0,1,0
91,3.49,7,1,0,2,2,1,0,1,1,0,0
64,2.21,7,1,0,1,2,1,0,1,1,0,0
65,4.28,7,1,0,2,7,1,0,1,1,0,0
50,5.54,3,1,0,4,3,1,1,0,0,0,0
77,6.94,5,0,0,2,4,1,0,0,1,1,0
41,8.8,4,0,1,4,6,1,1,0,1,1,1
46,3.57,2,1,0,3,5,1,1,1,0,0,0
57,3.0,3,0,0,4,8,1,1,1,0,1,0
66,9.71,7,1,0,1,1,1,0,0,1,0,0
73,2.86,6,0,0,3,8,1,0,1,1,1,0
66,5.83,2,1,0,3,6,0,0,0,0,0,0
56,6.68,3,1,1,3,1,1,1,0,0,0,1
82,6.33,6,1,1,1,3,1,0,0,1,0,1
98,2.69,6,1,0,4,8,1,0,1,1,0,0
83,2.46,5,1,0,3,1,1,0,1,1,0,0
98,2.84,2,1,0,1,4,1,0,1,0,0,0
90,6.68,4,0,0,3,2,1,0,0,1,1,0
93,6.35,4,1,0,3,5,1,0,0,1,0,0
63,3.87,0,1,1,1,1,1,0,1,0,0,1
64,7.1,3,0,1,2,1,1,0,0,0,1,1
46,8.56,0,1,1,3,8,1,1,0,0,0,1
91,2.33,1,0,0,2,3,1,0,1,0,1,0
45,5.99,4,1,0,3,3,1,1,0,1,0,0
92,7.51,3,0,0,2,7,1,0,0,0,1,0
63,4.02,5,1,0,4,2,0,0,1,1,0,0
72,4.46,0,0,0,2,5,1,0,1,0,1,0
88,6.91,5,1,0,2,7,1,0,0,1,0,0
68,9.18,5,1,0,2,7,1,0,0,1,0,0
82,8.48,7,1,0,2,1,1,0,0,1,0,0
61,6.67,7,1,0,4,2,1,0,0,1,0,0
65,7.84,5,1,0,1,8,1,0,0,1,0,0
67,4.92,0,0,0,2,8,1,0,1,0,1,0
89,7.13,7,1,0,1,8,1,0,0,1,0,0
60,5.73,1,0,0,3,5,1,0,0,0,1,0
88,3.52,6,0,0,1,2,1,0,1,1,1,0
46,7.61,6,1,0,2,1,1,1,0,1,0,0
56,6.45,7,0,0,1,8,1,1,0,1,1,0
59,4.87,0,1,0,4,3,1,1,1,0,0,0
80,9.29,6,1,0,4,3,1,0,0,1,0,0
88,2.17,2,1,1,2,3,1,0,1,0,0,1
59,4.53,6,1,1,1,4,1,1,1,1,0,1
93,2.46,4,1,0,3,2,1,0,1,1,0,0
61,8.13,0,1,0,4,8,0,0,0,0,0,0
67,7.62,7,1,0,2,1,0,0,0,1,0,0
79,4.65,7,0,0,4,2,1,0,1,1,1,0
88,7.41,6,1,0,2,3,1,0,0,1,0,0
46,5.17,0,1,1,1,6,1,1,0,0,0,1
40,8.05,1,1,0,1,6,1,1,0,0,0,0
71,5.63,2,1,1,1,8,1,0,0,0,0,1
52,5.3,7,1,0,1,2,1,1,0,1,0,0
69,9.48,0,0,0,1,8,1,0,0,0,1,0
62,4.01,7,0,0,2,5,0,0,1,1,1,0
90,2.96,7,0,0,4,6,0,0,1,1,1,0
98,6.68,4,0,0,3,6,1,0,0,1,1,0
95,9.75,6,0,0,4,2,1,0,0,1,1,0
58,5.02,4,1,0,1,7,1,1,0,1,0,0
71,2.5,6,1,0,4,4,1,0,1,1,0,0
69,4.71,7,1,0,4,4,1,0,1,1,0,0
68,6.05,0,0,0,2,3,1,0,0,0,1,0
88,3.3,5,1,0,3,8,1,0,1,1,0,0
84,7.26,6,1,0,3,1,1,0,0,1,0,0
68,9.98,5,1,0,1,7,1,0,0,1,0,0
69,5.61,2,1,1,2,8,1,0,0,0,0,1
55,4.84,4,1,0,2,5,1,1,1,1,0,0
79,5.21,5,1,0,2,8,1,0,0,1,0,0
58,2.92,4,1,0,2,7,1,1,1,1,0,0
57,9.07,6,0,1,2,8,1,1,0,1,1,1
40,5.32,6,1,0,3,1,1,1,0,1,0,0
53,5.1,2,0,0,3,1,1,1,0,0,1,0
90,7.28,6,1,0,4,5,1,0,0,1,0,0
86,5.54,7,1,0,3,4,1,0,0,1,0,0
89,7.19,2,0,0,2,7,1,0,0,0,1,0
41,2.49,5,0,0,4,8,1,1,1,1,1,0
93,8.51,6,0,0,3,6,0,0,0,1,1,0
67,9.52,0,0,0,4,3,0,0,0,0,1,0
88,7.19,3,0,1,3,2,1,0,0,0,1,1
89,9.64,1,0,1,1,4,1,0,0,0,1,1
69,3.21,7,0,0,3,3,1,0,1,1,1,0
77,5.82,3,0,0,4,6,1,0,0,0,1,0
90,6.81,3,1,0,1,4,0,0,0,0,0,0
43,6.65,4,1,0,2,7,0,1,0,1,0,0
40,5.21,7,0,0,4,5,1,1,0,1,1,0
47,4.7,7,1,1,2,1,0,1,1,1,0,1
68,3.01,2,1,0,2,5,1,0,1,0,0,0
94,5.13,4,1,0,4,6,1,0,0,1,0,0
78,3.3,5,0,0,2,2,1,0,1,1,1,0
42,7.87,1,1,0,4,8,1,1,0,0,0,0
71,3.67,5,1,0,4,5,1,0,1,1,0,0
49,2.47,0,1,0,3,6,1,1,1,0,0,0
49,6.42,1,1,0,1,1,1,1,0,0,0,0
58,6.76,4,1,0,2,4,1,1,0,1,0,0
85,8.98,6,1,0,2,3,1,0,0,1,0,0
73,6.62,6,1,0,1,6,1,0,0,1,0,0
99,4.76,4,1,1,1,6,1,0,1,1,0,1
72,8.42,5,1,1,1,7,1,0,0,1,0,1
62,6.32,4,1,0,1,2,1,0,0,1,0,0
94,2.63,4,0,0,1,4,1,0,1,1,1,0
67,6.53,3,1,1,3,6,0,0,0,0,0,1
71,9.26,0,0,0,4,6,1,0,0,0,1,0
89,5.17,7,1,0,1,3,1,0,0,1,0,0
46,4.37,6,1,0,3,8,1,1,1,1,0,0
68,3.15,3,0,0,1,1,1,0,1,0,1,0
47,3.21,4,1,0,1,5,1,1,1,1,0,0
40,5.46,2,0,0,2,7,1,1,0,0,1,0
96,6.77,3,1,1,2,4,0,0,0,0,0,1
94,2.64,4,0,0,2,3,1,0,1,1,1,0
42,9.52,6,1,0,2,3,1,1,0,1,0,0
63,8.04,7,1,0,4,5,1,0,0,1,0,0
62,6.69,4,1,0,4,4,1,0,0,1,0,0
98,8.63,0,1,1,2,4,1,0,0,0,0,1
47,2.64,5,0,1,2,7,1,1,1,1,1,1
93,5.81,1,1,0,1,1,0,0,0,0,0,0
96,7.04,3,0,1,1,4,1,0,0,0,1,1
86,8.63,3,0,0,2,7,1,0,0,0,1,0
76,8.27,3,0,0,2,6,1,0,0,0,1,0
42,4.22,4,1,0,2,5,1,1,1,1,0,0
90,9.53,7,1,0,1,4,1,0,0,1,0,0
72,2.99,0,0,1,2,8,1,0,1,0,1,1
67,9.0,7,0,0,2,8,1,0,0,1,1,0
86,9.77,4,0,0,4,1,1,0,0,1,1,0
47,3.42,4,1,0,4,3,0,1,1,1,0,0
73,7.78,5,1,0,1,6,1,0,0,1,0,0
74,2.32,2,0,0,4,4,1,0,1,0,1,0
71,5.24,0,1,0,1,5,0,0,0,0,0,0
63,6.13,3,1,0,3,4,0,0,0,0,0,0
53,6.65,1,1,0,2,7,1,1,0,0,0,0
71,9.49,3,1,0,1,2,1,0,0,0,0,0
95,7.38,7,1,0,4,8,1,0,0,1,0,0
85,5.85,4,1,0,3,1,1,0,0,1,0,0
82,8.48,0,1,0,4,3,0,0,0,0,0,0
55,9.6,6,0,0,1,2,0,1,0,1,1,0
43,2.18,0,1,0,3,5,1,1,1,0,0,0
91,9.86,0,1,0,4,4,0,0,0,0,0,0
76,2.69,2,0,0,3,1,1,0,1,0,1,0
93,8.52,3,0,0,2,6,1,0,0,0,1,0
60,4.24,2,1,0,2,7,1,0,1,0,0,0
53,3.06,6,1,0,3,7,1,1,1,1,0,0
70,5.52,6,1,0,4,4,1,0,0,1,0,0
94,7.15,5,1,0,4,8,1,0,0,1,0,0
87,5.05,7,1,0,4,4,1,0,0,1,0,0
57,2.44,1,0,0,2,4,1,1,1,0,1,0
46,6.8,5,1,0,1,6,1,1,0,1,0,0
49,9.22,4,1,0,1,4,1,1,0,1,0,0
46,5.07,2,0,0,3,1,1,1,0,0,1,0
72,3.73,2,0,1,4,6,1,0,1,0,1,1
62,5.54,5,0,1,3,6,1,0,0,1,1,1
60,2.39,4,1,1,1,8,1,0,1,1,0,1
58,8.56,0,1,0,1,2,1,1,0,0,0,0
87,8.61,4,1,0,4,5,1,0,0,1,0,0
58,6.7,3,1,0,3,6,1,1,0,0,0,0
75,4.82,5,0,0,4,2,1,0,1,1,1,0
68,8.4,7,1,0,1,1,1,0,0,1,0,0
99,6.44,4,1,0,1,5,0,0,0,1,0,0
57,8.61,0,1,0,4,6,1,1,0,0,0,0
41,7.05,4,1,0,3,3,1,1,0,1,0,0
40,8.28,2,0,1,2,2,1,1,0,0,1,1
86,6.79,1,1,0,4,1,0,0,0,0,0,0
44,5.31,2,1,0,1,1,1,1,0,0,0,0
59,9.66,7,1,1,2,1,1,1,0,1,0,1
50,6.33,6,1,0,4,7,1,1,0,1,0,0
81,6.84,1,0,1,2,5,1,0,0,0,1,1
41,3.76,6,1,0,4,8,1,1,1,1,0,0
42,7.01,4,1,0,1,4,1,1,0,1,0,0
62,6.57,3,1,0,4,3,0,0,0,0,0,0
94,3.48,7,1,0,2,5,1,0,1,1,0,0
51,2.48,4,1,0,3,5,1,1,1,1,0,0
59,6.83,0,0,0,1,8,1,1,0,0,1,0
44,8.11,4,1,0,1,8,1,1,0,1,0,0
76,6.19,1,1,0,2,6,0,0,0,0,0,0
77,3.81,2,1,0,4,7,1,0,1,0,0,0
69,7.33,3,0,0,4,2,1,0,0,0,1,0
48,2.64,6,0,0,4,3,0,1,1,1,1,0
73,5.53,4,0,0,1,1,0,0,0,1,1,0
92,3.31,4,1,0,1,5,1,0,1,1,0,0
83,3.48,2,1,0,2,3,1,0,1,0,0,0
74,3.62,3,1,0,4,2,1,0,1,0,0,0
91,5.09,5,1,1,4,4,1,0,0,1,0,1
97,2.41,6,1,0,2,3,1,0,1,1,0,0
61,5.18,4,1,1,1,7,1,0,0,1,0,1
83,6.09,4,1,0,1,7,1,0,0,1,0,0
63,5.87,5,1,0,3,1,1,0,0,1,0,0
56,5.06,6,1,0,3,7,1,1,0,1,0,0
49,8.71,1,1,0,4,5,1,1,0,0,0,0
69,3.16,1,1,0,1,4,1,0,1,0,0,0
95,6.05,7,1,0,4,8,1,0,0,1,0,0
98,2.5,7,1,0,1,2,1,0,1,1,0,0
85,2.57,0,0,0,3,1,1,0,1,0,1,0
62,6.59,2,0,0,2,8,0,0,0,0,1,0
71,6.53,3,0,0,1,4,1,0,0,0,1,0
56,9.02,4,1,0,3,6,1,1,0,1,0,0
89,6.46,6,0,0,3,6,0,0,0,1,1,0
90,9.68,4,0,1,1,2,1,0,0,1,1,1
56,2.39,7,0,0,4,1,0,1,1,1,1,0
53,2.78,0,1,0,1,7,1,1,1,0,0,0
48,2.35,6,1,0,3,5,1,1,1,1,0,0
79,3.48,6,1,0,1,2,1,0,1,1,0,0
41,6.33,4,0,0,2,7,1,1,0,1,1,0
84,7.16,2,0,0,4,4,1,0,0,0,1,0
64,2.36,0,1,0,1,1,1,0,1,0,0,0
78,9.57,2,1,0,3,6,0,0,0,0,0,0
48,8.74,0,0,0,3,6,1,1,0,0,1,0
93,4.37,4,0,0,4,3,0,0,1,1,1,0
61,2.62,0,1,0,1,1,1,0,1,0,0,0
82,3.36,1,1,1,3,4,1,0,1,0,0,1
85,3.02,6,0,1,4,4,1,0,1,1,1,1
43,2.99,3,0,0,2,3,1,1,1,0,1,0
65,6.15,4,1,0,4,7,1,0,0,1,0,0
97,3.97,5,1,0,1,4,1,0,1,1,0,0
68,4.87,3,1,0,1,7,1,0,1,0,0,0
84,9.92,4,1,0,3,7,1,0,0,1,0,0
73,7.47,3,1,1,2,1,1,0,0,0,0,1
62,9.59,1,1,0,1,7,0,0,0,0,0,0
76,3.14,3,1,0,3,6,1,0,1,0,0,0
50,5.06,0,1,1,4,2,1,1,0,0,0,1
45,6.44,7,0,0,4,6,1,1,0,1,1,0
57,2.61,3,1,1,1,7,1,1,1,0,0,1
60,2.03,4,1,0,2,8,1,0,1,1,0,0
81,7.36,5,0,1,3,6,1,0,0,1,1,1
75,7.13,5,1,0,1,1,1,0,0,1,0,0
80,5.29,7,1,0,3,7,0,0,0,1,0,0
77,5.92,2,1,0,4,8,0,0,0,0,0,0
73,5.32,7,1,0,3,4,1,0,0,1,0,0
56,2.19,6,1,0,4,3,0,1,1,1,0,0
76,4.68,3,0,1,2,3,1,0,1,0,1,1
64,3.42,5,1,0,2,5,1,0,1,1,0,0
77,2.79,7,1,0,4,3,1,0,1,1,0,0
97,9.65,3,0,0,1,3,1,0,0,0,1,0
51,6.79,6,0,0,4,4,1,1,0,1,1,0
62,7.83,5,1,0,3,2,0,0,0,1,0,0
92,4.52,6,0,0,3,2,1,0,1,1,1,0
81,5.15,3,1,1,3,4,1,0,0,0,0,1
61,3.9,4,0,0,1,3,1,0,1,1,1,0
60,2.78,3,0,0,2,1,1,0,1,0,1,0
66,3.43,7,1,0,2,6,1,0,1,1,0,0
96,8.38,6,0,0,3,7,1,0,0,1,1,0
70,7.42,4,1,0,1,6,1,0,0,1,0,0
45,6.38,4,1,0,3,8,1,1,0,1,0,0
66,5.8,2,0,0,2,2,1,0,0,0,1,0
79,9.38,5,0,0,4,8,0,0,0,1,1,0
73,2.58,0,1,0,3,4,1,0,1,0,0,0
51,4.24,4,0,0,3,8,1,1,1,1,1,0
84,4.8,6,1,0,3,1,1,0,1,1,0,0
96,8.26,5,1,0,2,3,1,0,0,1,0,0
92,9.94,1,0,1,1,4,1,0,0,0,1,1
46,3.93,3,1,0,4,8,1,1,1,0,0,0
49,8.99,7,0,0,4,2,1,1,0,1,1,0
84,8.64,6,0,0,4,7,1,0,0,1,1,0
56,3.8,1,0,0,3,1,1,1,1,0,1,0
65,5.19,6,1,0,2,1,1,0,0,1,0,0
60,5.28,3,1,0,4,2,0,0,0,0,0,0
67,9.83,2,1,0,3,1,0,0,0,0,0,0
97,3.45,6,1,1,1,6,1,0,1,1,0,1
85,8.39,4,0,1,3,7,1,0,0,1,1,1
41,4.67,0,1,0,4,2,1,1,1,0,0,0
99,7.85,4,1,0,4,6,1,0,0,1,0,0
93,5.36,3,1,1,1,4,1,0,0,0,0,1
82,6.63,6,0,0,2,5,0,0,0,1,1,0
40,8.66,0,0,0,1,7,1,1,0,0,1,0
90,8.43,4,1,1,1,3,1,0,0,1,0,1
92,8.93,0,1,1,4,4,1,0,0,0,0,1
75,2.48,7,1,0,4,6,1,0,1,1,0,0
90,7.54,3,1,0,2,3,0,0,0,0,0,0
65,3.12,2,1,0,4,3,1,0,1,0,0,0
68,5.33,2,1,1,1,6,1,0,0,0,0,1
60,6.39,6,1,1,1,6,0,0,0,1,0,1
50,5.22,4,1,0,2,7,1,1,0,1,0,0
79,6.16,1,1,0,4,2,0,0,0,0,0,0
50,9.97,3,1,0,4,5,1,1,0,0,0,0
75,3.08,4,0,0,1,7,1,0,1,1,1,0
88,7.4,4,1,0,1,6,1,0,0,1,0,0
98,5.17,2,1,0,4,3,1,0,0,0,0,0
78,3.06,6,1,0,3,3,0,0,1,1,0,0
79,3.27,0,0,0,1,4,1,0,1,0,1,0
74,9.59,3,0,0,1,5,0,0,0,0,1,0
93,9.04,7,1,0,1,5,0,0,0,1,0,0
73,9.26,0,0,0,2,8,0,0,0,0,1,0
94,9.93,5,1,0,4,8,1,0,0,1,0,0
86,3.67,5,1,0,4,3,1,0,1,1,0,0
63,4.84,3,1,1,4,5,1,0,1,0,0,1
93,7.35,6,0,0,1,4,1,0,0,1,1,0
61,5.87,1,1,0,4,2,0,0,0,0,0,0
44,5.35,5,1,0,4,3,1,1,0,1,0,0
95,4.86,2,1,1,4,1,1,0,1,0,0,1
72,6.75,1,1,0,2,3,0,0,0,0,0,0
97,6.6,4,0,0,2,3,1,0,0,1,1,0
75,3.29,5,0,0,1,2,0,0,1,1,1,0
86,5.77,2,0,0,4,6,1,0,0,0,1,0
59,6.43,4,1,1,1,8,1,1,0,1,0,1
58,6.56,1,0,1,1,6,1,1,0,0,1,1
74,3.68,3,1,0,1,1,0,0,1,0,0,0
91,7.94,4,1,0,1,8,0,0,0,1,0,0
82,2.2,0,0,0,1,1,1,0,1,0,1,0
56,4.84,3,0,0,1,1,1,1,1,0,1,0
98,8.24,3,1,1,2,8,1,0,0,0,0,1
84,6.51,1,1,1,3,6,1,0,0,0,0,1
82,4.09,1,0,0,2,7,1,0,1,0,1,0
73,7.56,2,0,0,1,2,1,0,0,0,1,0
48,6.54,2,1,0,3,5,1,1,0,0,0,0
65,8.37,0,0,0,3,1,1,0,0,0,1,0
41,7.88,3,1,0,4,8,1,1,0,0,0,0
92,6.88,7,0,0,1,5,1,0,0,1,1,0
48,5.91,6,1,0,1,4,1,1,0,1,0,0
48,3.07,0,1,0,2,8,0,1,1,0,0,0
79,4.09,0,1,0,3,2,1,0,1,0,0,0
56,5.35,6,1,0,3,5,1,1,0,1,0,0
40,6.79,6,1,0,1,6,1,1,0,1,0,0
64,6.11,6,0,0,4,7,1,0,0,1,1,0
82,4.31,1,0,1,1,6,1,0,1,0,1,1
79,2.05,0,1,0,3,1,1,0,1,0,0,0
81,5.97,0,1,1,4,7,1,0,0,0,0,1
64,4.29,4,1,1,4,1,1,0,1,1,0,1
78,7.88,6,1,0,3,7,1,0,0,1,0,0
74,2.19,6,1,0,1,5,1,0,1,1,0,0
42,6.68,2,1,1,1,6,1,1,0,0,0,1
89,9.53,2,1,0,1,5,0,0,0,0,0,0
76,3.4,3,1,1,2,4,1,0,1,0,0,1
83,5.77,2,1,0,2,8,0,0,0,0,0,0
83,2.73,5,1,0,4,2,1,0,1,1,0,0
90,7.01,3,1,0,1,6,0,0,0,0,0,0
69,6.4,7,0,0,2,3,1,0,0,1,1,0
77,5.26,6,1,1,4,6,1,0,0,1,0,1
73,6.17,4,0,0,3,4,1,0,0,1,1,0
51,9.17,2,1,0,3,6,1,1,0,0,0,0
58,3.57,4,0,0,1,4,1,1,1,1,1,0
76,2.18,2,0,0,3,6,1,0,1,0,1,0
83,8.89,2,1,0,3,4,0,0,0,0,0,0
98,6.62,4,1,0,3,7,1,0,0,1,0,0
98,9.13,0,1,0,4,1,0,0,0,0,0,0
88,6.78,0,1,0,3,5,0,0,0,0,0,0
56,8.48,0,1,0,3,8,1,1,0,0,0,0
49,5.44,5,0,0,4,6,1,1,0,1,1,0
96,8.0,0,1,1,2,2,1,0,0,0,0,1
94,9.3,2,1,0,4,1,0,0,0,0,0,0
88,6.58,6,1,0,2,4,1,0,0,1,0,0
86,3.45,1,1,0,4,2,1,0,1,0,0,0
51,4.15,4,1,0,1,1,1,1,1,1,0,0
55,3.59,6,1,0,3,8,1,1,1,1,0,0
63,3.97,1,1,0,2,3,1,0,1,0,0,0
58,4.45,6,1,0,4,6,1,1,1,1,0,0
47,6.44,5,1,0,2,6,1,1,0,1,0,0
70,6.7,1,1,0,2,4,0,0,0,0,0,0
60,5.41,7,0,0,3,1,1,0,0,1,1,0
56,6.92,3,1,0,2,8,0,1,0,0,0,0
62,2.65,0,1,1,4,1,1,0,1,0,0,1
76,2.7,7,0,0,1,4,1,0,1,1,1,0
93,3.37,5,1,0,1,3,1,0,1,1,0,0
55,6.14,6,1,0,3,6,1,1,0,1,0,0
45,3.71,2,1,0,4,5,1,1,1,0,0,0
47,4.27,0,1,0,4,3,1,1,1,0,0,0
64,5.2,7,1,0,1,4,1,0,0,1,0,0
57,8.49,0,0,0,4,5,1,1,0,0,1,0
64,2.11,1,1,0,2,1,1,0,1,0,0,0
51,7.2,3,1,1,3,7,1,1,0,0,0,1
54,7.35,0,1,0,1,8,1,1,0,0,0,0
98,8.39,6,0,0,3,7,1,0,0,1,1,0
65,9.46,6,0,0,2,8,1,0,0,1,1,0
80,2.16,4,1,0,1,3,1,0,1,1,0,0
84,3.23,4,1,0,4,7,1,0,1,1,0,0
65,9.09,0,1,0,4,3,0,0,0,0,0,0
86,5.67,1,1,0,2,7,0,0,0,0,0,0
71,6.52,1,1,0,1,8,0,0,0,0,0,0
49,7.3,2,1,0,3,6,1,1,0,0,0,0
55,7.43,5,1,1,1,7,0,1,0,1,0,1
46,9.45,5,0,0,4,8,1,1,0,1,1,0
56,9.98,7,1,0,1,6,1,1,0,1,0,0
62,7.76,5,1,0,1,5,1,0,0,1,0,0
65,4.3,3,1,0,4,1,0,0,1,0,0,0
60,9.04,1,1,1,4,3,1,0,0,0,0,1
61,2.39,2,1,0,3,5,1,0,1,0,0,0
97,3.85,4,1,0,1,3,1,0,1,1,0,0
46,9.18,6,1,0,4,7,1,1,0,1,0,0
53,4.05,5,1,0,2,6,1,1,1,1,0,0
54,3.77,4,1,1,4,1,1,1,1,1,0,1
92,3.11,4,1,0,3,7,1,0,1,1,0,0
46,8.87,0,1,1,3,1,1,1,0,0,0,1
48,6.0,3,1,0,2,2,1,1,0,0,0,0
90,7.4,2,1,0,3,5,0,0,0,0,0,0
87,3.91,3,0,0,1,6,0,0,1,0,1,0
47,8.06,0,1,0,3,6,1,1,0,0,0,0
89,8.08,2,1,0,2,6,1,0,0,0,0,0
98,4.5,2,1,0,3,7,1,0,1,0,0,0
62,5.29,1,0,0,2,4,1,0,0,0,1,0
68,3.68,3,1,0,3,3,1,0,1,0,0,0
57,9.81,3,0,0,4,1,1,1,0,0,1,0
70,7.16,1,1,1,2,3,1,0,0,0,0,1
69,9.48,7,1,0,3,3,1,0,0,1,0,0
91,4.43,4,1,0,1,4,1,0,1,1,0,0
78,8.26,0,0,0,2,1,1,0,0,0,1,0
74,8.13,3,0,1,2,2,1,0,0,0,1,1
57,7.53,1,0,0,3,6,1,1,0,0,1,0
98,9.73,6,0,0,4,5,1,0,0,1,1,0
81,5.15,7,1,0,4,3,1,0,0,1,0,0
78,3.05,2,1,0,3,4,1,0,1,0,0,0
56,7.37,5,1,0,3,4,1,1,0,1,0,0
53,7.83,6,1,1,1,5,1,1,0,1,0,1
70,6.6,1,0,0,3,5,1,0,0,0,1,0
63,3.65,5,0,0,2,7,1,0,1,1,1,0
74,6.04,4,0,1,3,8,0,0,0,1,1,1
83,4.5,0,1,0,1,1,1,0,1,0,0,0
99,5.42,5,1,1,3,3,1,0,0,1,0,1
84,7.16,7,0,1,3,3,1,0,0,1,1,1
73,7.96,4,0,0,2,5,0,0,0,1,1,0
42,3.86,5,1,0,4,8,1,1,1,1,0,0
76,5.24,2,1,0,3,6,0,0,0,0,0,0
82,4.15,2,1,0,1,7,1,0,1,0,0,0
79,3.59,7,1,0,3,2,0,0,1,1,0,0
65,8.27,2,0,0,3,3,1,0,0,0,1,0
94,9.27,2,1,0,2,4,0,0,0,0,0,0
62,4.96,1,1,0,4,6,1,0,1,0,0,0
83,8.01,2,1,0,4,5,0,0,0,0,0,0
78,9.18,6,1,0,4,3,1,0,0,1,0,0
54,8.77,2,1,0,3,1,1,1,0,0,0,0
95,3.46,6,0,1,2,5,1,0,1,1,1,1
88,9.65,1,1,0,2,4,0,0,0,0,0,0
43,5.01,2,0,0,3,1,1,1,0,0,1,0
68,4.71,7,0,0,2,7,0,0,1,1,1,0
61,2.5,4,1,0,4,5,0,0,1,1,0,0
64,5.89,7,0,0,2,5,1,0,0,1,1,0
52,2.87,4,1,1,3,3,1,1,1,1,0,1
57,3.99,3,1,0,3,1,1,1,1,0,0,0
72,4.54,4,0,0,1,8,1,0,1,1,1,0
55,8.47,0,1,0,1,7,1,1,0,0,0,0
84,9.0,0,1,0,2,8,0,0,0,0,0,0
81,4.42,0,1,0,2,5,1,0,1,0,0,0
83,8.87,1,1,0,3,6,0,0,0,0,0,0
41,8.86,7,1,0,1,8,1,1,0,1,0,0
94,8.12,4,1,0,1,4,0,0,0,1,0,0
74,3.17,7,1,0,4,1,1,0,1,1,0,0
81,7.52,6,1,0,4,6,1,0,0,1,0,0
73,9.56,0,1,0,3,3,0,0,0,0,0,0
69,7.46,3,1,0,3,2,0,0,0,0,0,0
98,4.65,1,0,0,3,7,1,0,1,0,1,0
94,6.0,3,1,0,3,5,0,0,0,0,0,0
52,7.17,4,1,0,1,2,1,1,0,1,0,0
52,6.08,2,1,0,3,5,1,1,0,0,0,0
57,2.96,3,1,0,3,8,1,1,1,0,0,0
71,4.5,2,0,0,1,6,1,0,1,0,1,0
71,8.42,1,0,0,4,3,1,0,0,0,1,0
74,8.89,3,0,0,3,8,1,0,0,0,1,0
98,3.1,3,0,1,4,3,1,0,1,0,1,1
78,9.62,5,1,1,1,8,1,0,0,1,0,1
85,4.63,1,1,0,4,3,1,0,1,0,0,0
91,7.3,1,1,0,1,3,0,0,0,0,0,0
68,8.01,0,0,0,3,1,1,0,0,0,1,0
88,8.5,4,1,0,4,8,1,0,0,1,0,0
68,9.57,3,1,0,3,1,1,0,0,0,0,0
92,4.5,7,1,1,2,5,0,0,1,1,0,1
83,8.87,3,1,0,2,1,0,0,0,0,0,0
96,3.05,6,0,0,4,5,1,0,1,1,1,0
55,7.64,1,1,0,1,7,1,1,0,0,0,0
95,7.94,7,1,0,4,1,1,0,0,1,0,0
83,7.42,1,0,0,1,1,1,0,0,0,1,0
86,4.02,4,0,0,2,1,1,0,1,1,1,0
96,8.98,1,0,0,1,7,1,0,0,0,1,0
49,3.35,2,0,0,2,4,1,1,1,0,1,0
69,2.43,2,1,0,4,7,1,0,1,0,0,0
64,7.74,5,1,0,3,3,1,0,0,1,0,0
78,5.8,2,0,1,3,7,1,0,0,0,1,1
59,8.79,2,1,0,3,4,1,1,0,0,0,0
44,5.07,4,1,0,1,1,1,1,0,1,0,0
40,3.35,3,0,0,3,1,1,1,1,0,1,0
